Book ID (Isbn-13),Average Rating,Ratings Count,Text Review Count
9780810119116,3.5,106,19
9780385492164,3.88,6591,661
9781844670222,3.92,1727,173
9781859843826,4.11,1021,101
9781931859356,4.08,237,22
9780743265690,4,709,49
9780752864327,4.02,368195,3556
9780140307375,4.22,11,1
9780064405447,4.31,4169,155
9780064405454,4.14,4747,148
9780064400992,4.18,7809,186
9780971316829,4.29,58,8
9780873512695,3.69,184,30
9780064405461,4.31,4586,119
9780064405478,4.17,4839,126
9780690134490,4.21,70,7
9780064408585,4.23,2722,151
9780064400961,4.07,20976,935
9781416916178,4.03,22023,395
9780440400356,3.92,243,7
9780929093093,4.28,5702,65
9780385732956,4.22,21620,836
9780020419709,4.15,182,37
9780688320140,4.09,43,3
9780765316110,3.43,8577,756
9780765309044,3.9,6234,337
9780765347985,3.84,10475,496
9780765341174,3.88,9828,1004
9780765341297,3.85,5618,514
9780898794168,3.9,475,66
9780312876067,3.54,2436,268
9780061093999,3.39,2707,167
9780765341280,3.84,7487,617
9780812550757,4.07,190379,6637
9780812524260,3.79,18228,427
9780812532616,3.58,10268,164
9781593974800,3.95,109,19
9780345482402,3.9,23534,2199
9780399245497,4.13,2288,69
9780399242083,4.12,134,11
9780142501528,4.07,26237,240
9780142501092,4,14205,144
9781862301382,4.12,88167,2604
9780142501184,3.98,8025,261
9780142401422,3.92,17597,188
9780142402481,3.99,10830,119
9780142401989,4.13,2353,43
9780843174205,3.95,614,29
9780843121100,3.65,202,17
9780843178388,4.03,1701,74
9780843121315,4.02,207,11
9780843175042,3.82,291,21
9781405211994,3.98,1,0
9780843124927,3.82,87,12
9780679801245,4.12,6,0
9780679801153,4.67,2,0
9780679801252,4.33,3,0
9780679801269,4.33,3,0
9782010189142,3.77,1,0
9780385074575,4.37,57,9
9780689707490,4.16,124141,2038
9780689305641,3.8,4,1
9781595191359,4.11,0,0
9780060753108,4.05,3258,478
9780142302330,4.39,527,12
9780441012398,3.89,17485,1021
9780515138818,3.85,31047,3519
9780441005833,3.77,17168,997
9780698119604,3.68,7941,419
9780152000172,3.36,1036,78
9780451528827,4.25,625759,13883
9781419326967,4.25,69,17
9780553560688,3.84,3106,115
9780448400631,4.23,85,12
9780679729976,4.3,5889,183
9780141185873,4,2334,109
9780156027755,4.34,1606,83
9781883011185,4.36,119,10
9780691024714,4.33,256,22
9780811216746,3.97,8717,477
9780679727224,3.95,7305,277
9780312353261,4.18,34366,573
9780312354602,3.63,1287,104
9780972167482,3.63,132,27
9780743471220,3.74,1246,69
9780060278427,4.3,746,48
9781400307845,3.99,108,11
9781400307852,3.92,94,10
9780060724917,4.13,686,52
9780060885526,4.2,4144,98
9780064400817,3.84,3926,119
9780064461962,4.09,234,18
9781400307869,3.98,41,2
9781400082797,3.96,346,31
9780226505367,4.03,75,12
9780810117495,4.24,92,9
9780064407144,4.15,1480,39
9780380016365,4.12,5628,125
9780064433730,4.28,1538,59
9780060565091,3.89,91,13
9780064406925,4.15,424,25
9780064434973,4.18,867,31
9780064409902,4.05,4799,88
9780385325332,3.99,143,18
9781558491229,3.7,35,5
9780060565084,4.19,105,12
9780060885380,4.07,45778,1286
9780060885434,4.19,71853,646
9780064420815,4.21,66,7
9780064462044,4.03,59,6
9780064434874,4.2,2142,72
9780060885427,4.14,67427,1048
9780064434942,4.14,453,17
9780064434980,4.17,324,23
9780060885458,3.89,28259,533
9780064460903,4.15,3375,91
9780060885397,4.19,635,30
9780064401586,3.96,192,32
9780060885373,4.18,201840,3463
9780789422132,3.85,8,2
9780756616342,4.51,570,17
9780786864027,4.32,34,2
9789707705739,3.69,16,4
9780789458209,4.02,5,0
9780783548814,4.5,4,0
9780375875267,3.27,621,82
9780060598976,4.08,1896,202
9781581345261,3.94,12789,221
9780922729364,4.21,55,6
9780385410786,4.31,125,22
9781857151374,4.12,47,6
9780099744214,4.12,333,27
9780807011010,3.84,129,7
9780195181302,4.01,4245,133
9781557091840,3.82,1038,100
9780448431451,4.07,692,80
9780345427052,4.12,9963,206
9780399154003,3.87,4119,252
9780425194980,4,3062,94
9780425201916,3.94,2538,63
9780425194973,3.97,4964,124
9780425210765,3.98,2400,93
9780425206959,4.07,4675,129
9780425199381,3.99,3461,133
9780425196731,3.82,2215,60
9780425208854,4,2910,84
9780515123463,4.04,3581,113
9780425199930,4.05,3758,128
9780425199169,3.89,4600,113
9780425208465,4.05,3513,143
9780425197455,3.9,3490,177
9780425199831,3.83,2004,54
9780425196748,3.91,2935,154
9780425194997,3.73,2053,85
9780449221396,3.96,2635,107
9780515125603,3.97,2587,89
9780425202883,4.04,5043,121
9780425207185,4.01,3786,134
9780425197059,3.96,96,4
9780425198001,4.06,3749,130
9780718132385,4.06,3092,132
9780425203545,4.1,5108,143
9780449213308,3.59,82,2
9780449220498,3.79,64,3
9780399143069,4.09,32,0
9780515125511,4.06,56,4
9780399244919,4.15,1371,205
9781861979339,3.33,204,30
9780778801467,4.25,155,16
9780393325171,4.1,541,95
9780393325539,3.97,96,13
9780786177837,4.32,3659,80
9780060584085,3.8,799,31
9780415936842,3.77,26,0
9781582432908,3.57,1818,89
9780385337632,3.88,14109,1591
9780312861872,3.79,119937,3139
9780786712342,4.01,148,6
9780142002728,3.92,18,4
9788497643658,4.33,116,11
9780553383539,3.55,5768,262
9780684845777,4.23,25135,420
9780721601946,4.33,55,6
9780553379334,4.03,24792,1139
9781842430354,4.25,54516,2721
9780345418906,4.2,166574,2192
9780330491235,4.09,93997,1394
9780739332078,4.22,493,95
9782290053652,3.6,8790,152
9780330491198,4.22,3115,306
9780517599242,4.35,294,19
9782864603498,4.27,2122,86
9780385517218,3.7,621,90
9781594865671,3.77,5783,433
9780140260892,3.99,1485,94
9780375708763,4.21,7326,430
9780375708732,4.07,7265,526
9780375758737,4.04,17939,947
9780965193771,4.04,15,3
9780684852560,4.16,8966,454
9780373692286,3.59,112,5
9780312936914,4.01,4991,271
9780571178568,4.16,114,14
9781844080083,3.83,2011,84
9780688172374,4.15,11981,735
9781844082520,3.71,509,25
9782226135513,3.83,1,0
9780582435674,3.84,68,9
9780091881801,3.16,123,12
9780307264558,3.69,38506,4719
9780345487421,4.03,506,53
9780789488770,4.04,24,3
9780060245603,4.16,4171,518
9780789479310,3.79,24,6
9780807588970,3.98,113,4
9780786818723,4,39,7
9780061131523,3.45,4504,491
9780439401876,4.14,5097,219
9788439710097,3.63,3,1
9780486428406,4.31,1253,54
9780486437453,4.26,478,30
9780486280233,4.14,275,19
9780393315080,3.71,5423,293
9780141182605,3.99,5366,524
9780140274097,3.99,1422,124
9783453164130,3.99,65,7
9780413735904,3.84,28,2
9780786706310,3.82,1008,51
9780393316025,3.62,966,39
9780099468646,4.16,2116,157
9780552771238,3.75,4422,211
9780552771832,3.72,2292,69
9780805079135,4.02,208,27
9782070513284,4.31,366,19
9780743477109,3.9,592315,7791
9780812035711,3.9,296,20
9780446606981,3.79,3280,188
9780446614894,3.83,3318,204
9780446614726,3.83,5757,321
9780764586026,3.59,25,2
9780446608282,3.8,3015,167
9780060088743,4.09,2330,252
9780448439044,4.05,755,94
9780517209486,3.95,88,14
9780060086213,3.62,24,1
9781569716687,2.62,8,2
9780060086206,2.92,53,2
9780345251671,3,10,2
9780345251220,3.33,12,1
9781840233803,3.28,1,1
9780891901631,3.66,461,10
9780307346605,4.01,370331,20582
9780375759239,3.82,196425,4549
9780805076233,4.2,919,44
9780688085872,3.95,472,41
9780517052259,4.14,45,1
9780486215310,3.84,60,4
9780439574273,3.64,333,23
9780451528018,4.11,191128,4802
9789626343340,4.11,135,20
9780763630645,4.11,66,7
9781596792500,4.51,33,1
9781401301958,4.01,7653,90
9781401301941,4.07,4296,51
9780316016650,4.18,18536,350
9780439286060,4.01,41589,4153
9780142002261,3.82,4748,597
9780316905749,4.16,26461,587
9781577780724,4.21,19217,271
9780316000956,4.25,24590,525
9780446695602,4.12,492,32
9781560258018,3.17,139,25
9780226063126,3.88,210,18
9781577782087,4.06,591,29
9780823016624,4.06,31,1
9780976249870,3.69,55,7
9781588993007,3.55,112,9
9781583227206,4.03,1458,175
9780767916035,3.72,8410,751
9780806527284,3.51,49042,4140
9780316779234,3.92,3590,251
9781592289448,4.21,11841,1766
9780451196712,4.11,94303,4453
9781586216887,4.33,79,16
9781879373563,3.45,56,11
9780553813531,3.99,1278,207
9780385602730,3.99,283,37
9780394705125,4.05,977,71
9781886363069,4,4,2
9780226348186,3.89,37,5
9780312182625,3.29,24,2
9781415929018,3.78,354,135
9781400046843,3.93,4040,259
9780380794775,4.13,6193,355
9780975323113,4.3,47,8
9780792273639,4.24,819,31
9781584281405,3.62,16,1
9780749934422,4.39,142,9
9781584281344,3.38,51,0
9782266082655,4.08,47,3
9781842161906,4.08,85,2
9780393955682,4.08,171,13
9780393927542,4.08,663,52
9780192807298,4.08,1089,78
9780231121255,3.95,68,6
9780486218434,4.38,393,27
9780743264075,4.35,524,40
9780486296388,3.77,13,0
9780688152024,4.01,238,10
9780789460974,4.18,64,5
9780448435367,4.07,155,14
9780448437699,4.06,130,4
9781841482644,4.21,1,0
9780448442518,3.92,93,8
9780385033985,4,203,12
9780764525681,4.01,78,6
9780803729780,3.72,69,13
9780415942577,3.53,17,0
9780448440132,3.88,73,1
9780811856980,4.33,6,1
9780500203521,3.74,53,6
9780813013954,4.47,15,1
9780970016409,3.69,41,2
9780970016416,3.5,44,3
9780590428880,3.29,13,0
9780811201087,3.81,709,29
9780440235163,4.06,28769,694
9789500717632,4.23,198,18
9780060086244,3.81,35784,686
9780060731304,3.92,348,45
9780099489986,3.78,65441,1233
9780060090388,3.95,55525,1223
9780060090371,3.77,43077,690
9780060787035,3.82,1625,42
9781902602325,3.29,780,52
9781421504612,4.6,8989,151
9781421501758,4.56,12885,208
9780552995887,4.23,1021,112
9781400043187,4.23,270,49
9781932206104,0,0,0
9781932206081,0,0,0
9780743285025,3.82,2864,349
9780743285018,3.88,3193,236
9780743211994,3.91,1935,229
9780895260901,3.32,33,4
9780345425928,3.55,221,36
9780812930344,3.8,481,33
9780743270687,3.47,238,35
9780345479723,3.63,22547,1371
9780525948926,3.69,941,136
9780452286368,3.69,340,51
9780451171924,3.69,912,128
9780394415765,3.69,86,12
9781842430347,4.04,35517,1014
9780449910283,4.19,911,42
9780874776317,4.14,1675,124
9780393326901,3.44,1858,153
9780440241416,3.64,603675,10079
9780440241911,3.66,76205,1867
9780440241812,3.76,100796,2382
9780440241898,3.78,94917,2089
9780385338707,3.79,110706,2070
9780552998871,3.64,2214,249
9781573223201,3.24,344,59
9780252019814,3.89,38,5
9780811839747,3.6,49,9
9780375757990,4.24,2174,51
9780691019628,4.1,519,36
9780486406664,3.34,26,0
9780679428954,4.42,7983,245
9780198245971,3.93,13920,248
9780691120522,4.06,110,16
9780253209108,4.18,117,3
9780872203495,4.35,9284,133
9781559343565,4.33,9,1
9780439474290,3.82,36853,1725
9780807555385,3.9,312,9
9780375752193,4.4,1032,162
9780687002825,4.27,1967,131
9781595542328,4.35,3728,141
9780451200266,3.8,3381,116
9780393308556,4.3,2221,165
9780768423488,4.33,545,44
9780802829665,4.21,44,10
9780671737696,4.19,407,18
9780060957261,4.47,678,78
9780349113005,3.8,72,5
9780345464019,3.43,26762,2524
9788408067016,3.43,98,6
9780156032292,4.15,635,21
9780141013800,3.68,58,5
9780618134304,3.79,95,20
9780375714573,4.25,144121,8131
9780375714665,4.24,57309,2308
9780375424151,3.86,8539,667
9780375714672,3.86,14654,1121
9780753820254,4.26,6726,1018
9780786837878,4.16,32307,1224
9780765342409,4.31,133114,4243
9780812565959,3.95,65344,1419
9780345453860,4,11205,431
9780812513738,4.24,148074,2471
9781595550446,4.2,227,32
9780373802548,3.79,14477,868
9780062507549,4.04,2685,182
9780099283577,4.09,467,32
9780060622138,4.4,6946,182
9780515135961,4.12,15827,616
9780099448754,3.86,1299,128
9780099448471,3.83,78434,3464
9780060851897,3.25,202,26
9781842430224,4.05,63155,2286
9781842430361,3.74,18417,542
9780553107753,4.03,335,38
9783499156717,4.25,59,4
9783499154294,3.98,3,0
9783499224423,3.74,22,2
9780385333474,3.96,40599,1127
9780385333818,3.79,7213,139
9780385334143,4.22,64096,2316
9780385333870,3.88,55850,1990
9780099267546,3.72,23527,822
9780385334235,3.87,31084,1062
9780743410588,3.72,866,52
9780385334266,3.77,5135,192
9780060263195,3.78,420,40
9780517124369,4.36,914,8
9780060544881,4.41,5161,184
9780061131547,3.72,3405,338
9780553286373,4.21,847,60
9780380977260,4.09,676,119
9780060859626,4.08,806,98
9781877741098,4.1,909,135
9780553112443,4.13,198,12
9780743474764,4.07,308,28
9780060545840,4.24,372,45
9780060777333,3.73,1370,122
9780375415036,4.33,607,48
9780143036357,4.03,6389,541
9780156421171,4.14,30358,1629
9780141183725,3.88,11970,688
9780156701761,4.38,274,22
9780679420255,4.05,1444,180
9781585425006,3.46,577,26
9781585425242,3.55,455,31
9781585424993,3.6,1316,80
9781585425495,3.51,425,28
9781585425549,3.69,164,9
9780393324358,3.79,971,71
9780440201045,3.29,282,17
9781559362153,3.59,90,8
9780374528669,3.84,797,116
9781400034680,3.91,324487,13070
9789500703208,3.91,663,46
9780826414755,4.24,1953,84
9780571224388,4.1,248686,8251
9780385468862,3.64,5407,368
9780765344953,4.49,1795,60
9780812532579,4.07,317,31
9780307237699,3.75,127324,4496
9780679746324,3.83,8035,640
9780976072676,4.2,62,0
9780060826581,4.18,5247,491
9780007176151,4.26,1832,214
9780446608473,3.67,352,37
9780486424583,3.67,25059,702
9780099474128,4.02,267,32
9780553381412,4.09,1570,64
9780767902526,4.06,4315,532
9780307279460,4.06,308840,14993
9780736411035,3.5,8,0
9780571219353,3.88,16714,1010
9781932806496,3.99,95,11
9780330261562,4.27,958,57
9780156260558,3.94,4084,205
9780156659758,4.03,4701,181
9781400042821,3.68,3459,423
9780771065262,3.68,53,12
9780375759314,4.16,31394,4262
9780525477624,3.77,432,90
9780385333764,4.14,28103,643
9780060837167,3.51,34,3
9780375700989,4.35,174,16
9781400102952,3.84,28,3
9781400044610,3.84,22847,1280
9780316159418,3.77,34941,2473
9780807831090,3.63,258,46
9780393061222,3.85,1718,88
9780812972351,3.38,55304,4450
9788426415165,3.98,47,1
9780851703008,4,749,54
9780312254995,3.79,9445,476
9780099592419,3.93,10414,445
9788497598361,3.71,1,0
9780140189353,3.54,1718,103
9780812969993,3.41,2560,150
9780140274110,3.89,2107,238
9780413772428,4.09,321,30
9780099440833,3.72,4263,227
9780060926960,4.15,562,33
9780060976101,3.58,597,40
9780679781486,3.68,35311,974
9780375703843,3.46,18181,669
9780679781493,3.58,55900,2543
9780375837890,4.24,9982,849
9780375507908,4.07,3266,332
9781581821369,3.9,29,3
9780812975932,3.44,5274,428
9780141185934,3.49,102,17
9780679745570,4.01,4533,188
9780962088117,4.31,406,30
9780792274575,3.93,542,65
9780385280792,3.46,727,23
9781594201080,3.72,996,98
9780099468387,3.54,18376,1022
9780099429791,3.9,4844,506
9780879074494,3.43,7,1
9783518373903,3.85,134,5
9780805232110,3.98,2,0
9783442730506,4.03,1254,63
9780375726521,3.55,1398,105
9780375726538,3.78,2584,153
9780231082815,3.91,83,4
9780375726545,3.61,989,82
9780965913225,3.78,9941,462
9781582346434,3.65,8517,372
9780156421355,3.74,12491,267
9783804417830,3.6,4,0
9783458340447,3.74,37,5
9781400076321,3.89,190,8
9780415278485,3.96,23344,267
9780679738954,3.98,9477,313
9783492207003,3.95,1806,27
9780385481960,4.02,8257,793
9780449911419,4.1,4746,298
9780571145454,3.48,140,5
9780553384154,4.19,45954,1297
9780440229209,4.17,255,28
9781594481932,3.42,65202,3943
9781855496958,3.87,24,1
9780385311298,4.05,12235,306
9780712664561,4.04,4947,119
9780946487509,3.25,12,1
9780886778446,4.02,13383,235
9780439194044,3.83,4825,148
9780886779061,4.05,13265,163
9781860645884,3.72,39,6
9780618254118,3.93,1882,155
9780312352189,3.89,10702,366
9780345407863,4.05,11134,418
9780060837334,4.14,1523,23
9780312194390,4.26,24108,822
9780140714753,3.54,93,14
9780330353823,4.18,15616,913
9780316367950,4.18,6935,389
9780312337070,3.9,3668,419
9783499222504,3.8,44,2
9781593080341,4.49,26794,278
9781593080402,4.47,874,57
9780312425944,3.72,1459,242
9780449908976,3.94,501,36
9781894917124,4,63,11
9781565117723,3.58,81,19
9780822216315,4.18,584,34
9780312306182,3.74,1307,178
9788644101277,0,0,0
9780156002165,4.33,3479,211
9780571191635,4.33,33,7
9780156011464,4.43,2561,120
9780691013800,4.36,229,22
9780393323856,4.42,482,47
9780142437209,4.12,1409369,27884
9780517333419,4.21,19,4
9780312263102,3.95,1511,104
9780312049997,4.22,249,39
9780312252816,3.93,845,57
9780312263089,3.89,889,62
9780312151256,4.21,37064,1028
9780312265816,4.38,99,11
9780520243262,4.25,3994,212
9780520229136,4.09,2534,80
9780812973013,4.21,63813,4347
9781570625190,3.97,14183,398
9780977795306,3.92,1023,164
9782884490474,4.31,13,2
9780802839725,4.03,238,29
9780520213685,3.95,37,1
9780195309683,3.72,104,8
9780062508119,4.07,8741,306
9780800637149,3.78,44,4
9781400054770,4,481,45
9780743262729,3.87,1341,88
9780312426026,3.8,6550,337
9780713996876,3.8,29,7
9781584795421,3.67,48,12
9780060885731,3.31,22,4
9780061131622,4.24,9944,846
9781846162664,4.3,15,3
9780316525657,3.53,224,37
9780976882305,3.87,37,9
9780030547744,4.37,121,5
9780440415800,4.03,11150,794
9780307383419,3.88,1225,181
9780426203650,3.22,589,40
9780426203681,3.22,399,25
9780426203674,3.51,410,34
9781416947400,3.66,52688,2463
9780439698399,3.9,547,185
9781558322455,3.78,5695,87
9781575420776,4.04,309,45
9781561583768,4.07,1327,149
9781862073296,3.85,199,19
9781843534099,3.82,7,1
9780300111149,4.06,311,39
9780385732338,3.45,1054,145
9780312971397,3.82,1452,63
9780143037149,3.67,535636,17550
9780449200162,4.02,361,35
9780440424949,3.81,167,9
9780440412243,3.79,148,17
9781573225052,3.93,9646,273
9781556434303,4.41,2948,144
9780140250329,4.2,212,18
9781598870541,3.4,43,15
9780452280687,3.93,363,50
9780151731565,4.05,661,34
9788497592581,4.12,158,11
9780764543401,3.32,13,7
9780156030434,3.35,8263,624
9780847826469,3.78,47625,186
9780156029063,3.74,16116,698
9780156913218,3.89,2021,78
9780156001250,3.85,218,26
9780253202178,4.01,1035,34
9780300093049,3.99,994,35
9780753817988,3.8,311,27
9780253203182,4.06,224,5
9783829601863,4.28,303,44
9781590302255,3.97,235924,5869
9781580624596,3.8,316,12
9781402561016,3.97,72,22
9780552998086,3.83,729,78
9780380713813,3.91,10836,613
9780141182803,3.73,1517,235
9780439774390,4,1693,76
9781854790477,3.55,30,6
9781593081485,4.07,1149,147
9781596009707,4.07,54,11
9781577658030,4.08,1379,56
9781853260407,4.07,820,92
9780743289412,3.68,59097,2709
9780881507195,4.13,4866,78
9780385732918,3.56,6352,861
9780553381696,4.41,638766,16535
9780843955842,3.32,24611,1970
9780743555616,3.54,3035,167
9781416524359,3.97,73145,1519
9780671874759,3.95,168,10
9781416524342,3.98,257466,3768
9788497597722,3.82,117901,2028
9780739317365,4,56,9
9780743525855,3.78,1369,101
9780743537001,4.22,357,107
9780836254273,3.78,50,2
9781587671166,4.23,22,5
9780553471830,3.93,156,9
9780307348241,3.71,197993,2816
9780451190758,3.71,155020,1513
9780836269147,3.83,53,2
9780345470638,4.01,46428,1220
9781580631600,4.15,6471,44
9780451170118,4,1290,84
9780450417399,4.16,429510,7051
9780452277755,4.11,62529,494
9780743233590,4.16,129,13
9780671039721,3.96,2707,192
9780451185976,3.93,308,20
9782253147695,3.77,178403,2088
9780553562835,4.15,14157,610
9780679776314,4.11,6164,142
9780060005696,3.85,25312,1223
9780393060911,3.82,1502,167
9780679768098,3.87,235,19
9780393323528,3.67,1317,106
9780679751236,4.12,1278,74
9780851115191,3.93,93,8
9780679431480,4.12,10,3
9780375758256,4.19,20145,530
9781841155043,4.19,247,13
9780553483321,3.94,54,2
9780803725744,3.84,60,7
9780786868995,4.06,675,41
9780385602051,3.99,22,6
9788573027105,3.78,43,3
9781593081928,3.72,398,63
9780436205491,4.16,48,8
9780684841250,3.8,2992,163
9780684868196,3.68,1219,67
9780743239806,3.02,106,9
9780684839745,3.36,2631,100
9780684841212,3.52,6166,399
9781879794061,3.91,61,1
9780375701962,3.68,21634,1660
9780060745905,3.53,2828,459
9780061351396,3.53,47,10
9780465003129,3.93,1170,82
9780752842691,3.89,1680,117
9781560764984,4,5,1
9781582346175,3.54,11429,979
9780684854274,3.96,155,13
9780684854281,3.96,46,1
9781415930687,3.91,326,66
9780099460954,3.56,7290,387
9780684844640,3.33,5546,342
9780393318791,4.17,490,35
9781841957951,3.72,659,85
9780684839059,3.96,421,33
9780393318357,4.17,279,32
9780306808906,4,197,15
9780345460806,3.81,138,8
9780743564373,3.8,290,65
9780684174693,3.8,174,30
9780140139396,4.15,6187,669
9780140159943,4.07,3010,244
9780143039792,4.22,608,59
9780140154412,4.09,2595,350
9780375759321,4.1,1553,113
9780140247961,4.19,88,8
9780060757083,4.13,694,39
9781892145024,4.3,5379,544
9780061228742,4.17,7,1
9780140364491,4.17,223,22
9780802135582,4.12,15468,548
9780618537259,3.54,863,121
9781585421770,3.89,2246,166
9780375756603,3.97,139,17
9780786888016,3.78,13257,1240
9780786891078,3.43,30067,2166
9780684873176,4.08,84,4
9780743250443,3.78,5980,171
9781555916220,3.96,1052,36
9780345377968,4.14,2961,116
9780743264730,4.11,113315,2833
9780684837710,4.07,2664,78
9780743286978,3.94,2507,140
9780385496094,4.16,39822,2297
9780007189953,3.94,652,109
9780743499262,3.74,805,36
9781401301880,3.67,1926,314
9780821726846,3.69,95,4
9780060744878,4.19,21292,756
9780140230277,3.6,39611,2473
9780743496711,3.5,108646,5039
9780743422444,3.58,42046,2564
9780425185506,3.54,46383,2502
9780743431019,3.2,27590,1838
9780743418713,3.82,67431,3066
9780061150142,4.01,244774,8841
9780743454537,4.07,986711,29652
9780802142849,3.86,208001,4972
9781556591402,4.41,685,36
9781401303273,4.1,113593,6830
9780099486831,3.98,180,25
9780060845988,4.19,0,0
9780399512469,3.79,24,2
9780060739683,3.91,1667,57
9780440242949,4.23,673350,34690
9780385340397,4.44,105950,3992
9781569715147,3.43,126,17
9780440221661,4.27,128901,5294
9780373638499,3.93,5,0
9780385302319,4.32,1088,118
9781844164110,3.85,54,5
9780373638529,3.88,25,2
9780373638178,3.87,80,2
9780373638161,3.84,95,3
9780375504525,3.71,1003,101
9781931082891,4.42,199,13
9780679732266,3.94,47794,1920
9780940450851,4.44,90,7
9780679424789,4.09,1017,64
9780394701493,3.86,1457,117
9780394701844,4.1,1253,68
9780385335997,4.39,198818,8130
9780385335980,4.35,141771,5455
9780385324137,4.08,11433,478
9780770429454,3.7,32446,1345
9780099911708,4.23,2384,323
9780345419088,3.91,536,60
9780440506812,3.86,183,26
9780861711765,4.3,1103,50
9780805065374,4.03,8614,242
9780312985349,4.16,91695,1731
9789684581142,4.05,176,12
9780517618875,4.17,20,3
9780192839992,3.85,91755,3246
9780571217359,3.67,9780,591
9780141441146,4.12,8333,874
9780393975420,4.12,1475,156
9780679886181,4.06,140,8
9780452287983,3.75,3240,130
9780140437287,3.81,8156,366
9788420469430,4.16,199,5
9780156029582,3.79,12998,589
9780156029810,3.68,3912,209
9780156029049,3.72,7888,366
9780156260268,4.18,1775,47
9780156400572,3.9,8311,449
9780804001489,3.8,1843,143
9780156260275,4.18,1392,40
9780140139402,3.99,4808,550
9781586853334,4.23,147,25
9780786715794,3.86,452,36
9780750244916,4.06,0,0
9782070536283,4.14,0,0
9788433920867,4.18,387,30
9783499158476,3.59,27,1
9780767915304,3.87,19422,2077
9780143037392,4.41,4357,707
9780375708213,4.03,4929,369
9780380818952,3.81,1051,47
9780712677165,3.57,186,16
9780517539491,3.57,57,9
9780393099416,3.57,174,9
9780694524754,4.26,202,24
9780060765453,4.26,1131,53
9780060652920,4.32,7665,664
9780684823782,4.32,240060,5828
9780060652890,4.22,116834,4746
9780800783365,4.22,96,12
9780312263232,3.69,204,28
9780842331913,4.04,28,1
9780805210538,4.14,957,72
9780674854291,3.9,1458,108
9780809037728,3.87,12576,975
9780805210194,3.94,503,36
9780809023097,3.84,7332,465
9780805210286,4.15,954,63
9780936077499,3.57,15,1
9780936077093,3.57,56,5
9780505522740,3.83,225,16
9781578569502,4.04,506,52
9780452280670,3.99,726,50
9780452287075,3.63,18032,1144
9780764586620,4.17,22,3
9780451137098,4.2,1120,104
9780451143426,4.2,67,5
9780141186160,3.92,13010,771
9780140264920,4.1,184,18
9780141186177,3.93,1417,115
9780140024760,3.63,1846,159
9780140031768,3.76,604,48
9780006496878,4.23,1045,38
9780006496892,4.07,2043,209
9780006496908,4.2,1114,43
9780006496922,4.19,1493,69
9780140020038,3.73,3682,319
9780517170779,4.34,1066,52
9780751533934,3.4,305,31
9780751533118,3.43,314,14
9780553563504,3.46,2532,149
9780312980160,3.68,1067,61
9780446362665,4.02,16116,894
9782268041049,3.68,1,0
9780446359207,3.9,15742,714
9780553572988,4.18,36728,1229
9780446364751,3.71,5855,264
9780451025012,3.66,61,17
9780099455448,3.83,1444,68
9780375704024,4.03,248676,12203
9780375718946,3.95,68918,3022
9780007175192,4.16,37851,597
9780020421900,3.97,1756,72
9781416905271,3.75,4085,181
9780689840333,4.15,27802,507
9780394239101,4.22,34,4
9780394757643,4.06,9606,258
9780811215800,4.25,4494,160
9780307114631,4.62,23,4
9780140014457,3.77,11174,465
9781400078479,3.75,7580,452
9780307264886,3.83,660,58
9781400033423,4.06,73894,2763
9780452287068,4.03,132233,5507
9780292760288,4.39,12613,392
9780679411673,3.81,428,54
9781400076215,3.81,1338,128
9780452283862,3.93,47998,2479
9781400033430,3.93,3552,361
9780452263499,3.93,457,49
9780099760016,3.93,709,94
9782264026217,3.93,11,0
9781400033447,3.93,15795,447
9781566915908,4.24,12,1
9780345476098,4.17,40927,1671
9780451216588,3.77,9031,1555
9780486431673,3.66,249,29
9781593080365,3.77,286,37
9780375753145,3.77,21451,778
9781931082082,3.9,58,11
9782859405465,3.99,3840,318
9783442726325,4.11,314,14
9780766144736,3.9,9,0
9780451526915,3.82,5889,300
9780965020459,3.94,834,54
9781418503468,4.2,3,0
9780898401875,3.97,28,3
9780785264699,3.91,42509,738
9780842387460,4.42,8370,143
9780842387453,4.44,8874,174
9781414307640,4.43,8158,146
9780310247562,4.32,10722,354
9780842382892,4.45,13180,288
9780446579629,4.49,718,36
9780842386883,4.5,12509,271
9780842356220,4.38,25248,859
9780842387446,4.41,9804,172
9780842386876,4.46,12550,201
9780679722311,4.42,18280,772
9780375703805,4.3,1651,107
9780679748649,4.11,4455,232
9780679723691,4.28,21895,894
9780679760238,4.08,2398,175
9780747574651,3.82,7772,826
9780802136688,3.98,22828,1304
9780679745136,4.11,1227,79
9780312243357,4.24,24862,1443
9780312361754,4.37,866,103
9780679781172,4.01,135,11
9780375704253,3.81,170,31
9780394577296,4.07,14,3
9780671727796,4.2,445206,9643
9781576839508,3.49,806,61
9780140189445,3.86,6995,378
9781400095414,4.15,11255,499
9780449001158,4.16,6224,339
9780449001134,4.08,2222,120
9781400031047,4.21,32785,2398
9782207254417,3.9,63,7
9782266106344,4.25,19,0
9782207240380,3.81,0,0
9782268043180,3.33,3,0
9782226074744,3.71,6,0
9783442353927,4.17,3,0
9780761104841,3.85,36303,439
9780380789177,3.8,1108,89
9780671624132,4.28,147,23
9780671739447,3.9,9111,231
9780671743079,3.93,4849,228
9780671769925,3.92,3226,143
9780671731427,4.06,8741,326
9780671769918,3.89,2242,96
9780671743055,4.35,17540,1740
9780671737764,3.87,5725,147
9780671741037,4.28,46244,2540
