Book ID (Isbn-13),Average Rating,Ratings Count,Text Review Count
9780307350428,4.07,130,5
9780307350442,3.98,4508,278
9781400034543,3.99,397,47
9781400095803,3.6,5856,377
9780375708114,4.07,32569,1058
9780861714926,4.29,37,6
9781843535843,3.75,1,0
9781740594776,3.83,11,0
9788408064763,4.03,0,0
9781740592055,0,0,0
9780618710539,3.88,6870,237
9780060512804,4.25,83184,4249
9782228894166,4.1,5,0
9780060733353,4.26,19320,565
9780060593087,3.93,30872,1735
9780553383447,3.61,2465,137
9780380816033,3.25,4657,223
9780553380965,4.19,71042,2767
9780553383430,3.68,4731,270
9780060833183,4.2,1567,65
9780553380958,4.03,188100,6612
9781880685358,4.16,1474,30
9781880685334,4.24,1929,72
9780465067107,4.17,18602,1379
9780465051366,3.95,3702,149
9780465067091,4.17,265,31
9780898709193,4.27,51,7
9780060887964,3.86,920,76
9780061122415,3.86,1631221,55843
9781421504605,4.57,9013,153
9781591169253,4.56,16666,299
9781421504599,4.57,11451,161
9781591169208,4.5,111091,1427
9781591169291,4.55,10752,294
9780060192501,3.86,251,32
9781591169239,4.52,14923,419
9780812974614,3.82,26922,1726
9781587157394,3.6,1156,68
9780142000670,3.87,1755253,25554
9780060554736,3.74,20529,1592
9780142401200,4.02,142121,8782
9780808553038,3.83,30231,1130
9781400096893,4.11,280309,3703
9780739326220,4.11,1301083,19296
9780099498186,4.11,2122,256
9781557046833,4.08,145,8
9780099771517,4.11,4189,462
9780743430593,3.93,1556,158
9781932664393,3.44,9,2
9780521750844,3.41,59,7
9780802415318,4.7,22,4
9781416524793,3.89,2418736,21303
9788495618771,3.89,196,20
9780972859899,3.89,65,7
9780307277671,3.84,1679706,35877
9780767926034,3.84,1120,105
9782266144346,3.84,377,16
9781416524809,3.71,4919,410
9780552151764,3.71,3353,183
9780593055076,3.71,61,4
9780786016068,4.04,456,41
9780671015206,4.03,61760,2600
9781585424337,4.18,88897,2334
9781932429237,4.18,48,9
9780977616657,3.58,173,14
9781563410901,3.95,253,17
9780345479174,3.66,12748,948
9780451205360,4.26,76451,3400
9781419349997,4.26,86,15
9781400098033,4.21,9498,637
9780743226721,4.07,166916,6243
9780140481396,4.22,1299,30
9780226014906,3.62,31,5
9781416500186,3.98,200744,7656
9780310258971,3.93,26,2
9780060838584,3.74,190039,4922
9780141006871,3.74,811,77
9780812968064,4.07,297533,14935
9780385340540,3.78,72361,2334
9780394720241,4.51,11208,1237
9780345480606,3.75,28,1
9780060193393,3.74,3877,275
9781579546014,3.65,401,63
9780972018418,3.95,814,51
9780471743675,4.13,228,16
9780471430452,4.07,39,1
9780805431575,3.15,26,8
9780679838869,3.99,11178,623
9780373250714,3.67,3379,67
9780140143454,4.15,22843,936
9780802732293,3.31,13,1
694055000612,4.08,8,2
9780307238276,3.96,14103,74
9781400052585,3.95,40125,217
9780307346582,4.09,8822,55
9781400052387,4.09,3697,34
9780609609972,4.06,1426,16
9781400052370,3.92,275,15
9780061234002,3.97,628745,13034
9788466625128,3.97,193,23
9780061245138,3.97,98,5
9780399153594,4.27,189,25
9780156030205,3.91,4318,668
9780828808392,3.91,177,26
9780140285970,3.49,102,8
9780307276902,3.65,206011,10821
9781411677319,3.56,43,6
9780061171468,3.41,201,24
9780787968335,4.05,873,40
9780446394598,4.14,5354,281
9780131494848,3.68,55,4
9780316861014,3.72,1820,147
9780060574215,3.55,132062,3303
9780060192778,3.62,18,1
9780061232053,3.55,43,3
9780735200302,3.76,82,13
9780553381672,4.05,184418,4432
9780517542026,4.05,495,67
9780393324815,4.26,85094,4155
9780744005615,0,0,0
9780140280197,4.18,60946,3167
9780553383683,4.42,21934,1629
9780553295412,4.07,16312,175
9780812590104,3.58,146,4
9780385516419,3.96,3002,198
9780553381399,3.9,3422,157
9780553382044,3.76,2138,125
9780446691437,4,53653,4702
9780826413017,3.78,14,2
9780811701648,3.91,85,6
9780140442755,4.1,226,20
9780192802774,3.92,29,6
9780140449747,3.92,236,22
9780879756321,4.47,14,0
9781890318239,4.5,26,4
9780872207882,4.06,154,4
9780801435300,4.35,18,1
9780872204621,3.85,28,7
9780140449044,3.95,8186,198
9780140449082,3.99,34727,597
9780140446388,3.99,227,18
9780879757779,3.99,2,0
9780192824257,3.99,271,41
9780140440348,3.99,143,17
9780393959468,3.99,40,5
9780375400612,3.99,132,10
9780226327709,3.99,36,6
9780140275360,3.86,288792,3423
9780872203525,3.86,1058,137
9780374529055,3.86,692,81
9780147712554,4.04,54939,380
9780140447941,3.86,1919,118
9780451527370,3.86,158,15
9780872205420,3.86,212,18
9780143039952,3.76,760871,6557
9780374525743,3.76,1713,179
9780060931957,3.76,1131,78
9780140449112,3.76,2543,167
9780451527363,3.76,262,24
9780865165847,4.35,69,6
9780674995833,4.22,414,10
9781891190230,4.13,67,7
9780192837684,3.8,259,15
9781558321250,3.94,55,0
9780141000589,4.5,578,25
9780517092941,4.5,62,6
9780521618748,4.02,609271,7139
9781557831576,4.44,8159,118
9780062512796,3.64,888,92
9780062513342,3.31,1204,79
9780060527983,3.7,22662,945
9780060832810,3.57,58917,2575
9780061122095,3.57,70760,2702
9780060930134,3.62,1415,68
9780061124266,3.7,132064,5452
9780140714548,4.02,1658,125
9780764586033,3.69,65,6
9780764585685,4.02,102,16
9780879232153,4.29,489,57
9780674991200,4.32,208,7
9780872201682,3.72,610,15
9780674991224,4.35,38,0
9780872203945,3.9,154,21
9780393971675,3.9,24,4
9780674991873,4.29,35,0
9780929524351,4.5,2,0
9780226307800,4.03,4483,56
9780226307848,4.21,3334,46
9780226307831,4.21,560,8
9781590171806,4.4,679,85
9780553213638,4.17,1464,21
9780226307824,4,541,15
9780226307817,4.31,790,12
9780140449297,4.03,9197,120
9780674995604,4.23,61,4
9780521643863,3.87,201,9
9780140447262,4.14,164,8
9780195125986,3.88,154,13
9780413752802,3.78,9,0
9780486424620,3.63,34,4
9780393325836,3.86,116,6
9780192832603,4.1,158,2
9780674995338,4.26,27,5
9780195061666,3.83,1950,95
9780674995666,4.47,30,4
9780195145663,3.87,367,35
9780715631874,4.04,23,1
9780822004240,4.2,5,0
9780674995741,4.03,29,2
9780674996007,4.07,25,3
9780715629949,4.03,12,1
9780226307664,4.43,46,7
9780226307787,4.02,712,53
9780226307947,4.1,389,26
9780195135923,4.02,77,7
9780140443332,4.02,28726,591
9780872203907,4.02,303,21
9780140441123,4.1,4303,62
9780374527051,4.02,215,25
9780812216271,4.02,12,3
9780226307640,4.1,74,7
9780521539814,4.03,31,3
9781400041923,4.02,63,8
9780812216714,4.1,12,2
9780486292427,4.02,89,8
9781419150012,4.1,1,0
9780226307862,4.14,5032,36
9780452011670,3.97,553,46
9780451527844,4.27,2883,40
9780156027649,3.97,45589,726
9780140444254,3.97,2979,288
9780872205857,3.97,109,7
9780679431329,3.97,52,3
9780140440287,4.14,135,9
9780192835888,3.94,13358,199
9781580495936,3.7,141555,1776
9780451621603,3.97,8,1
9780521617352,3.7,218,1
9781416500339,3.7,740,57
9780452007178,4.06,6086,79
9780415907446,3.94,96,8
9780553213430,4.21,1998,33
9780812234565,3.83,4,0
9780872203617,3.77,1,0
9780140448146,3.95,3833,120
9781585100873,3.42,23,1
9780199120093,3.75,13,2
9780674995376,4.07,69,10
9780140441529,3.94,391,27
9780156027656,4.03,14,2
9780674995963,4.21,58,4
49086007763,2.8,5,0
9780198721598,4.07,14,3
9780451616227,3.85,19,2
9780198140818,3.6,262,13
9780872206038,3.85,30604,552
9780140443325,3.69,42,1
9780521774338,4.33,5,2
9781400032716,3.88,1054308,35537
9780316156509,3.64,4067,357
9780743482776,3.98,138101,2513
9780743271325,3.94,24985,1751
9780142000281,3.99,105507,3838
9781576751725,3.46,75,12
9788433924636,4.17,240,30
9788433968777,4.14,331,24
9781862076655,3.76,69,12
9788433924711,3.96,1279,77
9788433924629,3.76,1098,65
9780321317100,2.83,0,0
9780321365200,3.5,0,0
9788432216428,4.05,453,60
9781565480841,3.92,142,24
9780679783190,3.92,104,16
9781565481244,4.04,271,21
9780520227576,4.27,1643,97
9780024021502,4.03,2335,67
9780872201866,3.92,84,8
9780143035985,3.55,259,30
9780192854520,3.71,236,33
9781565482012,3.94,29,3
9780060934910,4.07,2488,266
9788466308953,4.07,11,0
9780156001267,4.05,710,64
9780140447897,4.05,48223,764
9780393058109,4.05,30,8
9780806128948,4.27,229,16
9780806114569,4.32,32,3
9780814317327,4.36,78,8
9780674992559,4.02,98,5
9780520242609,4.12,432,14
9780674990470,4.52,61,4
9780674990463,4.42,813,14
9780814326114,4.08,12,0
9780806115603,3.71,7,1
9780691015972,4.62,12,0
9780195143102,3.64,36,5
9780195143737,3.64,264,14
9780130158857,4.07,14,0
9781857150605,3.86,30,2
9780226301198,3.79,122,16
9780521315791,4.12,32,3
9780521011761,3.4,10,1
9780521479349,3.73,10,0
9781585424832,3.42,1416,217
9780767907439,4.06,2799,166
9780743233217,3.95,11990,831
9780743270601,3.61,10679,899
9780393061314,4.03,4356,404
9780865475090,3.87,633,60
9780385486804,3.98,800349,18198
9780785268833,3.92,55106,1503
9780743246989,4.26,73572,4280
9780446579674,4.01,20909,944
9780515142396,3.78,2456,115
9780439227148,3.86,274649,7203
9780375825385,4.17,4541,378
9781591583660,2.67,9,2
9780805063899,3.63,168362,5762
9780394417752,4.04,15,3
9780140268683,4.04,313,27
9780140137347,4.08,51,2
9780140251579,4.45,4244,99
9780192802385,4.26,2399,253
9780143036234,4.26,1821,210
9780486440910,4.26,1146,166
9781593083243,4.26,1628,171
9781400032808,4,7481,1022
9780375752674,3.71,330,40
9780385494786,4.17,351406,11701
9780679783619,4.01,1910,136
9780374292799,3.68,87570,2800
9788427032224,3.68,38,0
9780898868098,4.07,43,1
9780590422673,3.65,273,36
9780451529305,4.07,1479727,18458
9781402714580,4.07,1395,131
9780439101363,4.07,462,45
9780517221167,4.07,166,9
9781931082730,4.33,3124,87
9781904633273,4.07,83,9
9780743487603,3.84,131,28
9781593081386,3.84,1343,183
9781586633523,4,10,1
9781593080556,3.84,730,88
9781857151435,3.84,39,9
9780671792275,4.16,9718,216
9781405228183,4.21,1432,61
9780517093399,4.3,32,2
9780375760051,4.01,1235,146
9780451530042,3.99,355,17
9780671882365,3.85,4873,501
9780670030774,3.82,552,81
9780140436143,3.83,13212,394
9780465031269,3.71,4532,278
9780060183073,4.06,59,1
9780822533894,3.84,127,10
9780439321624,4.4,11515,139
9780826452320,3.58,78,9
9780747584667,4.57,1213,78
9780765342515,3.66,1625,85
9780765342539,3.81,6146,150
9780765342522,3.43,1485,76
9780413772787,2.67,3,1
9781420926712,3.8,3,1
9780198144960,3.85,76,6
9780521834346,3.75,3,0
9781573921336,3.77,56,4
9780198145042,5,0,0
9781853991141,3.86,7,1
9781883011086,4.47,1107,48
9781883011079,4.5,1324,66
9780375415029,4.45,241,11
9780394758268,4.08,13233,570
9780394757650,4.16,4952,162
9780394758282,4.01,103400,4076
9780394757681,4.22,26389,1619
9780812970401,3.6,983,130
9780452286870,3.82,214,31
9781421501567,3.97,250,12
9780563524748,4.22,10,2
9780670034727,3.89,10135,330
9780684824710,4.04,13563,235
9780142003848,3.83,2324,88
9780262540377,3.95,573,11
9780465073511,3.82,1555,63
9780387987200,3.61,21,3
9780262540421,3.92,515,37
9780553345841,4.14,4786,92
9780553103748,4.17,817,63
9780553804362,4.22,24035,828
9780553802023,4.15,29607,645
9780762419227,4.07,1682,51
9780465081981,4.29,1469,22
9780393324464,3.94,257,10
9780380707638,4.02,674,30
9780691050843,4.09,989,40
9780060977108,3.83,4774,178
9780713484076,4.31,51,5
9780316281331,4.13,371,12
9780452282315,3.96,429,39
9780452278875,3.94,317,14
9780451191151,3.87,271754,10063
9780446618762,4.24,69,6
9780060793197,3.1,31,2
9781400051571,4.23,1392,136
9780312425029,3.58,4462,446
9780312424084,3.91,14769,658
9780316172325,3.93,4254,355
9780849945113,4.17,13334,502
9780743422079,4.39,169,22
9780517147689,4.55,300,31
9780452286535,3.08,57720,3535
9780517118290,4.55,267,24
9780192832979,4.16,2278,69
9780192802637,4.14,441462,11308
9780972121798,3.79,1442,108
9780743564366,3.77,393,77
9780764586606,2.83,4,0
9780679731368,3.66,9373,606
9780140435825,3.62,378,31
9780192836229,3.83,105,7
9780140448009,3.69,3190,150
9780140447972,3.83,13499,388
9780226735191,3.8,5,1
9780312422158,4,540349,19548
9780743270755,4.28,133840,6118
9780743223133,4.06,282649,5325
9781574671322,3.5,20,5
9780142437117,4.14,275,28
9780393311334,4.05,2622,78
9780142437780,4.17,57,0
9780764553028,3.65,10,0
9780471773863,3.64,37,9
9780452281325,4,4797,124
9780684842233,4.16,144,10
9780684839370,4.07,197,7
9780072920963,3.77,123,13
9780938497196,3.62,55,7
9780671708634,4.1,2505,233
9780743250979,4.24,1874,114
9780671887179,3.9,336,26
9781932073201,4.14,39947,1622
9780915811236,4.15,156,13
9780425179611,3.72,35050,1833
9780306814556,3.67,360,26
9780671869205,4.12,71764,1937
9781400096916,4.2,3993,217
9780679600855,3.89,5658,699
9780345478207,3.58,585,78
9780449007389,3.74,623,68
9780679745648,3.8,10635,656
9780739333648,4.07,563,133
9780684868769,3.96,2769,200
9780446671828,4.07,1827,154
9780813527406,4.02,48,5
9780684842578,3.89,2842,182
9780940450318,4.3,446,29
9781883011949,4.25,55,9
9780940450530,4.22,67,9
9780486420493,3.95,749,62
9780689304576,4.08,41,9
9780440802501,3.69,40,12
9780307236012,3.93,3986,85
9781597770071,3.98,58,15
9780618056996,4.15,4689,171
9780618083558,4.38,237,3
9780395291306,3.98,4685,74
9780618574995,4.5,232,9
9780618009367,3.85,5526,225
9780140272925,4.05,8461,369
9780670910618,3.8,2737,161
9780140271577,4.01,3920,132
9780198111849,4.1,104,7
9780815319665,3.68,19,2
9780671792763,3.98,3460,482
9780671447540,4.12,23064,1191
9780684813639,4.06,1852,285
9780844662923,4.11,14739,1199
9780743262132,4.2,12178,1042
9780451188458,4.19,140014,1753
9780761452423,3.27,117,19
9788466305136,4.19,26,2
9789626343586,3.5,67,17
9780763630188,3.71,161,16
9780143058090,3.5,8858,885
9781593080181,3.5,1260,207
9780415247719,3.61,50,7
9780192781536,3.82,39,5
9780919123700,3.93,23,4
9780192741561,3.82,6,0
9780252063022,3.33,0,0
9780700607426,4.28,16,1
9780515139730,3.92,2790,159
9780515121490,3.96,12534,141
9780061020612,4.22,58408,1272
9780812967050,3.86,8879,693
9781854583529,3.57,38,6
9780862921477,3,1,1
9780674996236,4.03,33,1
9780393977615,3.76,259,30
9780141439976,3.89,3094,301
9780743487733,3.89,372,36
9781571741028,3.59,68,6
9780439436540,3.89,284,35
9781842124024,4.14,875,33
9780812970753,3.93,80,11
9780141441115,3.42,856,111
9780307264893,4.12,1338,113
9780824512590,4.34,8228,410
9781400083114,4.15,2594,403
9780156007757,4.11,107455,7778
9780156001410,4.29,799,107
9780156010597,3.89,11016,734
9780156013031,3.89,3331,242
9780156005203,3.92,6184,284
9780156028790,3.84,7649,548
9780156004015,3.8,308,30
9781860465024,4.02,3826,191
9788466312806,3.89,1295,106
9788466314749,3.8,1744,124
9788466306799,3.84,842,69
9780156006248,3.81,331,62
9789587043648,4,2862,306
9780890093894,4.42,1432,45
9780001000391,4.23,184293,5418
9780394448046,4.03,2094,104
9780143036388,3.63,488,39
9780141182674,3.63,5575,502
9780375711169,4.11,2732,105
9783829602266,5,1,0
9780679725404,3.93,1284,90
9780143034544,3.85,3832,178
9780807744680,4,54,4
9780195137897,3.89,125,13
9780071460828,4.11,942,59
9780316346627,3.97,633037,11898
9780786887170,3.98,4600,88
9780060521998,3.99,32079,752
9780141439563,3.77,14228,668
9780393960693,3.77,573,38
9780664241582,3.8,108,13
9780060935467,4.27,10524,898
9780060888695,4.27,697,180
9780061205699,4.27,271,34
9780761501664,4.02,66,4
9780486287591,4.05,13562,141
9781416500391,3.79,2161,50
9781556434952,4.67,3,0
9780192834423,3.59,85,12
9781931082303,4.28,25,4
9781931082884,4.63,27,3
9781883011093,4.22,198,7
9780140424386,3.49,168559,2365
9780192833600,3.49,257,22
9780140422344,3.49,792,59
9780812000399,3.8,73,5
9780198711551,4.02,84,4
9780140444087,3.61,70,6
9780671475024,3.49,36,5
9780395290316,4.18,7760,152
9780140150810,3.86,70,8
9780142001615,3.74,50335,3012
9780689834196,4.2,1178,173
9780618446889,3.52,4411,629
9780394755267,4.13,856,105
9780553580075,3.73,9344,995
9780805202410,4.29,9254,194
9780300115864,4.51,39,5
9781568813073,4.5,17,2
9780747546559,3.83,588,46
9781558745155,4.1,52028,2513
9780805061833,3.83,1397,128
9780007179817,3.88,442,38
9780415283045,3,2,0
9780684832401,4.16,6599,635
9780060838652,4.08,167321,4711
9781565848269,4.08,39,3
9781565847255,4,22,0
9780500203477,4,675,12
9780822318644,4,206,9
9780395740101,3.92,81,12
9780060913076,3.69,57011,3332
9780425181645,4.09,6368,321
9780307237200,4.1,717,112
9780940895485,3.93,448,18
9780440936855,3.76,3976,163
9780877887263,4.12,496,48
9780671686901,4.25,367,38
9780877880202,3.98,235,4
9780062545039,4.21,5236,506
9780521639873,4.04,388,23
9780385092104,4.01,843,42
9781419154072,3.98,32,0
9780140433395,3.98,10147,301
9780907129073,4,9,2
9780195114157,3.79,3664,58
9781400150687,3.79,3,0
9780060734015,4,1811,152
9780439271714,5,4,1
9780618654796,3.76,2018,294
9780525464822,4.27,99,27
9781559704649,4.25,1771,99
9780786902064,3.46,38,1
9780452284937,3.88,1162,127
9780385415606,3.94,29,4
9780525949787,3.36,10919,1113
9780452283206,3.58,20321,1214
9780452284449,3.66,26029,1588
9783471772539,3.58,6,1
9781857093315,3.64,42,0
9781421506135,4.42,19945,76
9781591164418,4.22,140403,1063
9781421506128,4.38,10356,79
9781421502717,4.36,8773,84
9781421504032,4.36,8948,86
9784088736211,4.43,227,38
9784088736716,4.39,452,13
9784088736525,4.43,400,11
9780373028603,3.25,3,1
9780307277763,4.02,1124,191
9783257228007,4.02,9674,343
9780747534938,3.57,24,3
9780140105834,3.68,6254,423
9780747566755,3.84,2061,104
9784088732138,4.22,41,3
9782723442275,4.22,54,4
9780440410256,3.67,114,17
9780440229353,3.93,1177,218
9780440419679,4.44,557,46
9780306801457,3.92,25,2
9780156001458,4.26,5437,830
9780385321983,4.01,76,12
9780375757327,3.67,209122,4131
9780141439822,3.67,1507,142
9780393964523,3.67,585,63
9780689844089,3.67,204,32
9781587263880,3.67,311,18
9780486404882,3.72,577,36
9780520238954,3.85,5,0
9781555176808,3.57,242,29
9781883011888,4.06,33,3
9780142437179,3.82,1049912,11391
9780486443225,3.82,144,17
9780375757372,3.82,687,37
9780393020397,3.82,185,18
9780486406640,4.2,970,53
9780520242456,3.86,513,71
9780553211955,4.28,5710,142
9780060955427,4.05,2871,209
9780940450738,4.39,207,10
9780060594527,3.92,11892,955
9781589199507,3.96,715,44
9780671019877,3.68,1817,123
9780517189603,4.13,764134,11796
9780451528834,4.13,1739,116
9781402713194,4.33,1653,76
9780142437056,4.13,517,13
9780142437018,4.2,238192,4392
9780879237905,3.8,23,7
9780060277406,4.3,150,23
9780465081455,4.32,5899,475
9780465002603,4.32,328,43
9781594030864,4.38,2579,301
9780465081431,4.14,1546,122
9780465037384,4.39,766,47
9780465081424,4.31,1797,166
9780744520057,3.91,65,9
9780916856595,4.45,22,0
9781893007161,4.45,495,30
9780960989867,4.36,213,10
9780395530078,3.9,39369,80
9780618479030,4.11,580,41
9780374529383,3.96,8624,409
9780374525750,4.22,712,51
9780374504847,3.89,8073,319
9780878054909,4,4,0
9780374521028,3.65,662,50
9780822219750,3.61,67,6
9783458334224,3.88,0,0
9781420925432,3.91,128596,3422
9780451521415,4.1,2450,113
9780811202107,3.51,6,0
9780141441481,3.48,1665,125
9780486424545,3.96,54765,1437
9780393310320,4.03,21997,1005
9780156286510,4.14,141,11
9780141183350,3.96,368,26
9780385314695,3.59,2699,336
9781594200939,3.97,3259,187
9780439847797,4.11,1864,117
9780439651417,4.21,1928,85
9780439651400,4.19,2050,76
9780380777587,4.25,8,0
9781860460586,4.33,254,35
9780750000338,4.16,14,4
9780750005944,4.16,8,1
